title,year,length,budget,rating,votes,Action,Comedy,Drama,Romance,Short,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,country
Global Movie 1532,2009,154.0,108188734.0,6.2,769095,0,1,0,1,0,1,1,1,1,0,Global
Global Movie 1533,1973,118.0,149587779.0,6.8,653757,1,1,0,1,1,1,0,0,0,1,Global
Global Movie 1534,1999,78.0,15885447.0,8.5,410301,0,1,0,1,1,0,0,1,1,1,Global
Global Movie 1535,1998,86.0,194229783.0,7.0,620621,1,0,0,0,1,1,1,0,1,1,Global
Global Movie 1536,2000,138.0,99089488.0,8.7,836172,1,0,1,1,1,0,0,1,0,0,Global
Global Movie 1537,1985,127.0,108886449.0,6.9,801704,0,1,1,0,0,0,0,1,1,1,Global
Global Movie 1538,2015,126.0,196246420.0,7.3,735851,1,1,1,0,1,0,0,0,1,0,Global
Global Movie 1539,1983,131.0,151632504.0,6.4,465551,0,0,1,0,1,1,0,0,0,0,Global
Global Movie 1540,1985,164.0,58059545.0,8.5,207296,0,0,0,1,0,1,0,1,0,1,Global
Global Movie 1541,1955,121.0,39988394.0,9.1,373634,1,0,1,0,0,1,0,0,0,1,Global
Global Movie 1542,1988,130.0,166888815.0,7.5,112815,1,1,1,1,0,0,1,1,0,1,Global
Global Movie 1543,1991,109.0,115575823.0,8.5,360697,0,0,0,1,0,0,1,0,1,1,Global
Global Movie 1544,2007,107.0,130958134.0,4.3,874023,1,0,1,1,1,1,0,0,0,1,Global
Global Movie 1545,1961,112.0,54367513.0,9.0,750719,0,0,0,1,1,1,0,0,1,1,Global
Global Movie 1546,1952,132.0,132307892.0,5.0,673798,1,1,1,0,0,0,0,0,0,0,Global
Global Movie 1547,1967,88.0,21660640.0,5.4,677843,0,0,1,0,0,1,1,0,1,1,Global
Global Movie 1548,1989,169.0,13825630.0,4.3,668734,0,0,0,0,1,0,0,1,0,1,Global
Global Movie 1549,1970,119.0,194655151.0,9.3,90841,1,0,1,0,0,0,1,0,1,0,Global
Global Movie 1550,1964,102.0,188780741.0,8.7,61396,1,1,1,0,0,0,1,0,0,1,Global
Global Movie 1551,1975,82.0,141984427.0,9.0,439925,0,1,1,1,0,0,0,0,1,0,Global
Global Movie 1552,1957,147.0,131392902.0,8.7,33322,0,0,1,1,1,1,1,1,0,0,Global
Global Movie 1553,1991,166.0,153719777.0,6.6,676610,0,1,0,1,1,0,0,1,1,0,Global
Global Movie 1554,1993,131.0,93862059.0,9.1,889267,0,1,1,0,1,0,1,0,0,1,Global
Global Movie 1555,1963,162.0,76302285.0,9.3,960087,1,0,0,1,0,1,0,1,0,0,Global
Global Movie 1556,1951,112.0,107528015.0,6.8,118328,1,1,0,0,1,0,0,1,0,1,Global
Global Movie 1557,1986,118.0,93937331.0,5.0,385410,1,0,1,1,0,0,1,1,0,0,Global
Global Movie 1558,2018,105.0,172536200.0,7.6,683806,0,1,0,1,1,0,0,0,0,0,Global
Global Movie 1559,1987,177.0,54992528.0,9.4,133124,1,1,1,1,0,0,1,0,1,0,Global
Global Movie 1560,1990,79.0,43150667.0,8.8,335975,0,0,0,0,0,1,0,1,1,1,Global
Global Movie 1561,2011,164.0,90668735.0,8.7,136843,0,0,0,0,1,1,1,1,1,1,Global
Global Movie 1562,2009,75.0,21423493.0,9.1,867133,1,0,0,0,1,1,0,0,0,0,Global
Global Movie 1563,1963,126.0,153587154.0,8.9,852583,1,1,0,0,0,1,0,0,0,1,Global
Global Movie 1564,1951,70.0,138136362.0,8.3,888849,0,1,1,1,0,0,0,1,1,0,Global
Global Movie 1565,2019,140.0,74671208.0,8.0,160566,0,1,1,0,0,0,1,0,0,0,Global
Global Movie 1566,1966,127.0,133538548.0,5.5,289830,1,1,1,0,0,1,1,1,1,1,Global
Global Movie 1567,1977,160.0,142619356.0,7.4,30767,0,0,1,1,0,0,0,0,0,0,Global
Global Movie 1568,2015,90.0,120431738.0,6.9,826072,1,0,0,1,1,1,0,0,1,0,Global
Global Movie 1569,1984,161.0,145036696.0,8.7,770294,1,0,1,1,0,0,0,0,1,1,Global
Global Movie 1570,1954,149.0,1829119.0,6.7,942939,0,0,1,0,1,1,1,0,1,0,Global
Global Movie 1571,2014,125.0,133297751.0,4.7,818680,0,0,1,1,1,1,0,1,0,0,Global
Global Movie 1572,1989,179.0,33658904.0,4.0,614927,0,1,0,1,1,1,0,0,1,1,Global
Global Movie 1573,2005,156.0,198122995.0,7.7,397553,0,1,0,0,1,1,0,0,1,0,Global
Global Movie 1574,1985,89.0,45433999.0,7.0,589663,0,0,0,1,0,0,1,0,0,0,Global
Global Movie 1575,1994,171.0,69163717.0,5.8,495553,1,1,0,0,1,0,0,0,0,1,Global
Global Movie 1576,1972,123.0,6042596.0,4.9,194266,1,1,0,0,1,0,0,0,0,0,Global
Global Movie 1577,1996,94.0,74533652.0,6.6,403326,1,1,1,0,1,1,1,1,1,1,Global
Global Movie 1578,1980,97.0,71495107.0,4.6,29115,1,0,0,1,0,1,0,1,0,1,Global
Global Movie 1579,1960,74.0,59456545.0,5.8,208216,0,1,1,1,1,0,1,0,0,1,Global
Global Movie 1580,1959,90.0,111821723.0,6.1,891067,1,0,0,1,1,0,1,1,0,1,Global
Global Movie 1581,2016,87.0,43229925.0,6.6,416063,0,1,0,0,1,0,1,0,0,0,Global
Global Movie 1582,1963,116.0,131405288.0,6.6,558850,0,1,0,1,0,0,1,1,0,1,Global
Global Movie 1583,1959,139.0,172217243.0,5.4,842054,0,0,0,0,0,1,1,0,1,0,Global
Global Movie 1584,1950,126.0,49669254.0,8.7,180003,0,0,0,1,0,1,0,0,1,0,Global
Global Movie 1585,1954,162.0,2535410.0,6.0,73586,0,0,0,0,1,0,0,1,0,1,Global
Global Movie 1586,1969,88.0,135567488.0,5.3,290849,1,0,1,0,0,0,0,0,0,1,Global
Global Movie 1587,1957,166.0,166608668.0,5.0,805391,0,1,0,0,0,0,0,0,0,1,Global
Global Movie 1588,1992,134.0,8490526.0,5.8,767994,0,0,0,0,0,1,0,0,1,0,Global
Global Movie 1589,1950,178.0,95014237.0,4.4,242907,1,0,1,0,1,0,0,0,1,0,Global
Global Movie 1590,2006,72.0,195174648.0,4.2,941754,1,1,0,0,0,1,0,0,1,0,Global
Global Movie 1591,2013,111.0,164797457.0,7.3,241745,1,1,0,0,1,1,0,1,0,1,Global
Global Movie 1592,1977,90.0,79327906.0,7.4,814661,0,1,1,0,1,0,1,1,1,0,Global
Global Movie 1593,1986,168.0,135513905.0,6.9,251467,0,0,1,0,1,0,0,1,1,1,Global
Global Movie 1594,1996,174.0,57406173.0,8.2,825517,0,0,0,0,1,0,0,1,1,1,Global
Global Movie 1595,1986,109.0,188955809.0,4.2,84198,0,1,0,0,0,1,1,0,0,0,Global
Global Movie 1596,1998,136.0,197538921.0,9.1,46135,1,1,0,0,0,0,0,0,1,1,Global
Global Movie 1597,1993,94.0,118453450.0,4.5,176426,1,1,0,1,1,0,1,1,1,0,Global
Global Movie 1598,2005,178.0,169951578.0,7.7,732086,1,0,0,1,1,1,0,0,1,0,Global
Global Movie 1599,1977,171.0,1994199.0,4.7,553892,1,1,0,0,1,1,0,1,0,0,Global
Global Movie 1600,1955,178.0,56838946.0,8.8,277414,1,0,1,1,1,1,1,0,1,0,Global
Global Movie 1601,2010,124.0,153914342.0,6.8,259758,1,0,1,0,0,0,0,0,0,1,Global
Global Movie 1602,1969,153.0,122055474.0,4.5,915682,0,1,1,1,0,1,1,1,0,0,Global
Global Movie 1603,1951,121.0,65113169.0,7.4,768493,0,0,1,0,1,1,1,1,1,1,Global
Global Movie 1604,1986,113.0,50303116.0,4.1,909177,1,0,0,1,0,1,1,1,0,0,Global
Global Movie 1605,1969,178.0,197183084.0,8.3,469709,1,0,1,0,0,1,0,1,1,0,Global
Global Movie 1606,1975,167.0,106797079.0,7.6,910943,1,0,0,1,0,1,1,1,1,1,Global
Global Movie 1607,1978,154.0,163806130.0,5.2,502054,1,0,0,0,0,0,1,1,0,0,Global
Global Movie 1608,1950,125.0,18962838.0,6.1,673817,0,0,1,1,1,1,0,1,1,0,Global
Global Movie 1609,1984,124.0,172965067.0,4.0,55678,0,1,0,1,0,1,1,0,1,0,Global
Global Movie 1610,2019,156.0,74738928.0,7.8,882087,0,0,1,1,1,1,1,1,1,1,Global
Global Movie 1611,2008,139.0,35099933.0,5.8,545616,1,1,1,0,0,0,0,1,0,0,Global
Global Movie 1612,2018,146.0,197824085.0,7.1,804103,1,0,1,1,0,0,0,1,0,0,Global
Global Movie 1613,1982,156.0,164326123.0,9.3,755709,1,1,1,1,1,1,0,0,0,0,Global
Global Movie 1614,2000,142.0,67975323.0,5.6,455181,0,1,1,0,0,1,1,0,1,1,Global
Global Movie 1615,1961,150.0,90085119.0,9.4,505379,0,1,0,0,1,1,1,0,1,1,Global
Global Movie 1616,1969,135.0,179173004.0,7.5,931150,0,0,1,1,0,1,0,1,0,1,Global
Global Movie 1617,2002,88.0,140785496.0,5.3,910181,1,0,0,0,1,0,1,0,0,1,Global
Global Movie 1618,1992,152.0,142182315.0,6.4,523777,0,0,0,1,0,0,1,1,1,0,Global
Global Movie 1619,1999,76.0,119952114.0,8.1,522327,0,0,0,1,1,0,0,1,0,1,Global
Global Movie 1620,1978,132.0,81513261.0,6.5,702126,1,0,0,0,0,1,0,0,1,1,Global
Global Movie 1621,2006,111.0,187895494.0,4.4,260095,0,0,1,1,1,1,0,1,0,1,Global
Global Movie 1622,1988,111.0,72748460.0,4.9,701799,1,1,0,1,0,0,1,0,1,1,Global
Global Movie 1623,2005,128.0,117530053.0,8.4,14702,1,0,1,0,1,0,0,0,1,0,Global
Global Movie 1624,1992,89.0,138683223.0,7.6,693002,1,0,0,0,1,1,1,0,1,0,Global
Global Movie 1625,1999,142.0,94352978.0,7.1,457544,0,0,1,1,0,0,0,0,0,1,Global
Global Movie 1626,1972,86.0,121957667.0,4.9,87867,0,1,1,1,1,0,1,1,1,1,Global
Global Movie 1627,1993,96.0,164895048.0,8.6,583834,1,1,1,1,1,0,0,0,0,1,Global
Global Movie 1628,1987,116.0,9744047.0,9.3,272493,0,1,1,0,0,0,1,0,1,1,Global
Global Movie 1629,1972,71.0,72315194.0,4.2,452988,1,1,1,1,0,0,1,1,1,0,Global
Global Movie 1630,1994,132.0,66117859.0,4.4,676299,0,0,0,1,0,1,1,1,1,0,Global
Global Movie 1631,2001,131.0,117947813.0,8.9,738386,1,0,0,1,1,1,1,0,0,1,Global
Global Movie 1632,1999,169.0,195619047.0,8.5,341516,1,1,0,0,1,1,1,0,1,1,Global
Global Movie 1633,1957,88.0,54312506.0,7.4,560132,0,1,0,1,0,1,1,0,0,1,Global
Global Movie 1634,1950,86.0,110340892.0,9.2,184848,1,0,1,1,1,0,1,0,1,1,Global
Global Movie 1635,1957,138.0,198024663.0,7.6,398767,1,1,0,0,0,1,0,1,1,1,Global
Global Movie 1636,1978,108.0,84046078.0,5.2,967478,1,1,0,0,1,0,1,0,0,1,Global
Global Movie 1637,1954,151.0,20331509.0,8.0,76104,1,1,0,1,0,0,1,1,0,1,Global
Global Movie 1638,1996,140.0,162007990.0,7.6,260908,1,1,0,0,1,1,1,1,1,0,Global
Global Movie 1639,1983,150.0,90476652.0,9.4,934971,0,0,0,1,0,1,1,1,0,0,Global
Global Movie 1640,2014,108.0,146115516.0,5.2,939777,0,1,1,1,0,1,1,0,1,0,Global
Global Movie 1641,2004,105.0,165858841.0,7.3,765165,1,0,1,0,0,1,0,0,0,1,Global
Global Movie 1642,1992,109.0,189405773.0,8.3,883482,0,1,0,1,1,0,0,1,1,0,Global
Global Movie 1643,1979,114.0,73940262.0,5.9,599171,1,1,1,1,1,0,0,0,0,1,Global
Global Movie 1644,1966,73.0,86893788.0,6.1,201989,1,0,0,1,1,0,1,1,0,1,Global
Global Movie 1645,1975,171.0,94577715.0,8.9,41682,1,0,1,1,0,1,1,1,0,1,Global
Global Movie 1646,1957,94.0,165404869.0,6.2,379454,1,1,1,1,1,1,1,0,0,0,Global
Global Movie 1647,1996,138.0,16975814.0,7.4,195161,1,1,0,0,1,0,0,0,1,0,Global
Global Movie 1648,2021,99.0,18064465.0,8.9,991239,0,1,1,1,0,0,0,1,0,1,Global
Global Movie 1649,1995,145.0,42760726.0,5.2,24680,0,0,0,1,0,1,0,1,0,0,Global
Global Movie 1650,2017,137.0,7805995.0,9.4,770209,0,1,0,0,0,1,1,1,0,0,Global
Global Movie 1651,1982,157.0,22302821.0,7.9,458088,0,1,1,0,0,0,1,0,1,0,Global
Global Movie 1652,1950,98.0,101040378.0,6.7,51872,0,0,1,0,1,0,1,0,1,0,Global
Global Movie 1653,1968,142.0,48181184.0,6.4,103927,0,1,1,0,0,0,1,0,0,1,Global
Global Movie 1654,1980,137.0,136615683.0,9.2,508231,1,1,1,0,1,1,0,1,1,1,Global
Global Movie 1655,1963,120.0,186320178.0,5.1,593874,0,1,0,0,0,0,0,0,1,0,Global
Global Movie 1656,2002,93.0,163231086.0,5.7,284807,1,0,0,0,1,0,0,1,0,0,Global
Global Movie 1657,1997,83.0,97254498.0,5.7,764798,1,1,0,0,0,1,0,1,1,0,Global
Global Movie 1658,2018,138.0,64062742.0,5.6,718949,0,1,0,1,0,0,0,0,0,1,Global
Global Movie 1659,2011,87.0,49427738.0,6.6,382260,0,1,0,1,0,0,1,1,0,0,Global
Global Movie 1660,2015,111.0,37574011.0,9.4,226783,1,1,0,0,0,0,0,1,1,1,Global
Global Movie 1661,2013,126.0,77204633.0,8.9,242053,1,0,1,1,0,1,1,1,1,0,Global
Global Movie 1662,2019,152.0,55650878.0,5.8,33434,1,1,0,1,1,1,1,0,0,0,Global
Global Movie 1663,2012,81.0,110133051.0,6.3,580383,1,1,0,1,1,0,0,1,0,1,Global
Global Movie 1664,1982,151.0,25427527.0,7.7,551380,1,1,1,1,1,1,0,1,0,1,Global
Global Movie 1665,1990,86.0,36146495.0,4.1,238185,0,1,1,1,1,0,1,0,1,1,Global
Global Movie 1666,1997,99.0,177038762.0,8.5,547827,0,0,0,0,1,0,1,1,1,1,Global
Global Movie 1667,1962,157.0,46976783.0,8.8,982103,1,1,0,0,0,1,1,0,1,0,Global
Global Movie 1668,1980,144.0,107784898.0,8.7,895237,1,1,1,1,0,0,1,0,1,1,Global
Global Movie 1669,2017,168.0,15061279.0,6.1,351906,1,0,0,0,1,1,0,1,0,1,Global
Global Movie 1670,1953,92.0,41066756.0,6.5,756370,1,1,1,1,1,1,1,1,1,1,Global
Global Movie 1671,1968,150.0,154212883.0,4.1,915315,1,0,1,1,1,0,0,0,1,0,Global
Global Movie 1672,2019,70.0,16644301.0,6.2,34518,1,1,1,1,1,0,0,1,1,1,Global
Global Movie 1673,1962,148.0,24183099.0,6.5,315802,1,0,0,0,1,1,0,1,0,0,Global
Global Movie 1674,1972,101.0,175211679.0,9.0,257561,1,0,0,1,0,1,0,1,1,0,Global
Global Movie 1675,1950,78.0,142187097.0,8.9,398274,0,1,1,1,1,0,1,1,0,1,Global
Global Movie 1676,2003,84.0,50503854.0,9.3,294818,1,0,1,1,0,1,1,0,1,0,Global
Global Movie 1677,2020,97.0,190355461.0,8.9,882873,1,0,0,0,1,0,0,0,0,1,Global
Global Movie 1678,1964,93.0,23938234.0,4.0,174203,0,1,0,1,0,0,1,1,0,0,Global
Global Movie 1679,2014,129.0,144094969.0,7.5,985691,1,1,0,0,1,1,0,0,0,0,Global
Global Movie 1680,2020,104.0,79768807.0,4.4,890313,1,1,1,1,1,0,0,0,0,1,Global
Global Movie 1681,1964,155.0,45975994.0,5.5,671412,1,1,1,1,0,1,1,0,1,1,Global
Global Movie 1682,1970,96.0,7783564.0,7.2,953069,1,1,1,1,0,0,1,1,1,0,Global
Global Movie 1683,1968,152.0,23866176.0,7.9,632320,0,1,0,0,0,0,1,0,1,1,Global
Global Movie 1684,2009,178.0,131479308.0,7.6,920618,1,1,1,1,1,0,1,0,0,1,Global
Global Movie 1685,1982,145.0,50745662.0,4.3,821579,1,1,1,1,1,0,0,0,0,0,Global
Global Movie 1686,1998,89.0,109464053.0,4.6,58440,1,1,1,1,1,0,0,0,0,0,Global
Global Movie 1687,1984,134.0,109247050.0,4.7,132192,0,0,0,1,1,0,0,0,0,0,Global
Global Movie 1688,1993,154.0,199677428.0,4.5,678942,1,0,1,1,0,1,1,1,1,1,Global
Global Movie 1689,1960,118.0,7629383.0,5.0,677751,1,0,1,1,0,1,1,1,1,0,Global
Global Movie 1690,2021,178.0,70774744.0,7.8,107066,0,0,0,0,0,0,0,0,0,1,Global
Global Movie 1691,2015,70.0,104077847.0,8.6,849327,0,0,1,1,0,1,1,1,1,0,Global
Global Movie 1692,1995,79.0,194010203.0,6.2,51455,0,0,0,0,0,1,0,0,0,1,Global
Global Movie 1693,1958,116.0,19623468.0,7.8,294958,0,0,0,1,0,1,0,1,1,1,Global
Global Movie 1694,1952,128.0,55096258.0,5.1,417216,1,1,1,0,0,1,0,1,1,0,Global
Global Movie 1695,1975,165.0,92546851.0,9.4,54185,0,0,0,1,1,1,1,1,0,0,Global
Global Movie 1696,2021,131.0,96066751.0,5.9,648735,0,0,1,0,1,0,1,1,1,1,Global
Global Movie 1697,1997,172.0,173685054.0,8.7,851715,0,0,0,1,0,0,0,1,0,0,Global
Global Movie 1698,2015,155.0,68474906.0,9.2,100729,1,0,1,0,0,0,1,1,1,0,Global
Global Movie 1699,2019,87.0,191082771.0,8.8,837121,0,0,0,1,1,0,1,1,0,1,Global
Global Movie 1700,1977,115.0,168186158.0,4.4,356198,1,1,0,0,0,0,1,0,0,1,Global
Global Movie 1701,1975,101.0,41005838.0,7.6,20067,1,0,0,1,1,1,0,0,0,0,Global
Global Movie 1702,1974,96.0,87150461.0,4.7,419694,0,0,1,1,1,1,1,0,1,0,Global
Global Movie 1703,1961,161.0,84052276.0,4.0,338733,1,1,1,1,0,0,1,0,1,0,Global
Global Movie 1704,1954,87.0,125653160.0,4.3,665490,0,0,1,0,1,0,1,0,0,0,Global
Global Movie 1705,1997,108.0,185367451.0,9.0,405719,0,1,0,0,1,1,0,1,0,0,Global
Global Movie 1706,1986,118.0,178025816.0,9.0,304088,1,1,0,0,1,0,0,1,1,1,Global
Global Movie 1707,1993,162.0,44219177.0,5.2,86684,1,1,1,1,0,0,0,1,0,0,Global
Global Movie 1708,1964,151.0,109190763.0,7.0,687467,1,0,1,0,0,1,1,0,0,1,Global
Global Movie 1709,1992,113.0,7910957.0,9.3,287465,1,0,0,1,1,0,0,1,1,0,Global
Global Movie 1710,1997,141.0,49655072.0,6.7,539389,0,1,0,1,0,0,1,1,0,0,Global
Global Movie 1711,2019,123.0,12047853.0,6.2,701764,1,0,0,1,1,0,0,0,0,0,Global
Global Movie 1712,1995,164.0,199307463.0,6.7,113382,1,0,1,1,1,0,1,0,0,1,Global
Global Movie 1713,1992,103.0,154186895.0,8.3,858589,1,1,0,1,0,0,0,1,1,0,Global
Global Movie 1714,1970,140.0,123257489.0,6.6,694417,1,1,1,1,1,1,0,1,1,1,Global
Global Movie 1715,1972,105.0,93225230.0,8.3,708383,0,0,0,1,1,0,1,1,0,1,Global
Global Movie 1716,1996,87.0,49184496.0,6.4,344490,0,1,1,0,1,0,0,1,0,0,Global
Global Movie 1717,1964,107.0,32442302.0,5.4,313146,1,1,0,0,1,1,1,0,1,0,Global
Global Movie 1718,1974,128.0,186474290.0,5.8,123909,1,0,0,1,1,0,1,0,0,0,Global
Global Movie 1719,1985,78.0,18382966.0,4.4,22598,0,0,1,1,1,0,1,0,0,0,Global
Global Movie 1720,2000,142.0,185728716.0,6.7,177474,0,1,0,0,1,1,1,1,0,1,Global
Global Movie 1721,1964,179.0,33146888.0,4.8,119002,0,0,0,1,0,1,1,1,1,1,Global
Global Movie 1722,2017,141.0,159366135.0,8.5,744927,0,0,0,0,0,1,1,0,1,0,Global
Global Movie 1723,1970,120.0,72345207.0,6.3,695113,1,0,1,1,1,1,0,1,1,1,Global
Global Movie 1724,1962,104.0,77593848.0,8.2,338160,1,0,0,1,0,1,0,1,0,0,Global
Global Movie 1725,1968,151.0,45343097.0,9.2,780442,0,0,1,0,1,0,0,0,0,1,Global
Global Movie 1726,1983,74.0,30979042.0,8.7,44780,0,0,0,0,1,1,0,0,1,0,Global
Global Movie 1727,2017,83.0,133599895.0,9.2,795883,1,1,0,1,1,1,0,1,0,0,Global
Global Movie 1728,2001,161.0,83955872.0,7.1,8617,1,1,1,1,1,1,0,0,1,1,Global
Global Movie 1729,1976,99.0,70905039.0,4.9,26479,0,1,1,0,0,1,1,1,0,1,Global
Global Movie 1730,1978,73.0,76054087.0,9.1,468241,1,1,1,0,1,0,1,1,1,1,Global
Global Movie 1731,1977,108.0,107025174.0,8.8,17415,0,1,1,0,1,1,1,1,1,0,Global
Global Movie 1732,1984,153.0,114755870.0,8.8,321905,1,0,1,1,0,0,0,1,1,1,Global
Global Movie 1733,1957,133.0,39177319.0,7.8,488787,1,0,1,0,0,0,1,1,0,0,Global
Global Movie 1734,1965,94.0,88545328.0,7.4,753520,0,1,0,1,0,1,1,1,0,0,Global
Global Movie 1735,1985,97.0,141383925.0,4.1,643613,1,0,0,0,0,0,1,0,1,0,Global
Global Movie 1736,1979,145.0,59953485.0,8.1,765772,0,1,0,0,0,0,1,0,0,0,Global
Global Movie 1737,1967,135.0,68946740.0,4.5,361546,1,0,0,0,0,0,0,1,1,1,Global
Global Movie 1738,1951,176.0,12437533.0,5.4,335608,0,1,1,0,1,1,1,1,1,0,Global
Global Movie 1739,1998,147.0,166736756.0,7.0,464156,0,0,0,1,1,1,1,1,1,0,Global
Global Movie 1740,1953,91.0,87675610.0,6.5,298321,0,1,0,1,0,0,1,0,1,0,Global
Global Movie 1741,1956,100.0,193977743.0,4.1,505571,1,0,0,0,0,1,0,1,0,1,Global
Global Movie 1742,1988,92.0,115049138.0,8.5,312474,0,1,1,1,1,1,0,0,1,1,Global
Global Movie 1743,1962,117.0,66561989.0,8.8,970540,0,0,1,1,0,1,1,0,0,1,Global
Global Movie 1744,1980,89.0,143053686.0,7.8,533710,1,0,0,1,0,0,1,1,1,0,Global
Global Movie 1745,2020,107.0,141141536.0,7.0,97196,1,1,1,0,0,1,0,0,1,1,Global
Global Movie 1746,2012,124.0,97848171.0,9.3,68061,0,1,0,0,1,1,0,0,1,1,Global
Global Movie 1747,2005,137.0,138167889.0,4.7,275864,0,1,1,1,0,0,1,0,1,0,Global
Global Movie 1748,1991,148.0,27198027.0,8.1,963962,1,1,0,0,1,1,0,1,1,0,Global
Global Movie 1749,2010,157.0,199008620.0,4.7,53880,1,1,1,0,1,0,0,0,1,1,Global
Global Movie 1750,1991,158.0,141943039.0,6.1,396482,1,1,0,0,1,1,0,1,1,1,Global
Global Movie 1751,2005,70.0,145989114.0,7.2,739878,0,1,0,0,0,1,1,0,0,0,Global
Global Movie 1752,1985,76.0,75780252.0,8.1,646237,1,1,1,1,0,1,0,0,0,1,Global
Global Movie 1753,2017,126.0,98497817.0,4.0,426875,0,0,1,1,1,1,0,0,0,0,Global
Global Movie 1754,1956,164.0,97949525.0,5.4,273579,0,0,1,0,1,0,1,0,0,0,Global
Global Movie 1755,2003,81.0,108771232.0,7.0,266428,0,0,1,1,0,1,1,0,0,0,Global
Global Movie 1756,1950,175.0,138235449.0,6.9,482302,1,0,0,1,1,0,1,1,1,0,Global
Global Movie 1757,1993,74.0,124078644.0,7.5,676081,1,1,0,1,0,0,0,1,1,1,Global
Global Movie 1758,1994,177.0,132632102.0,5.7,947183,1,0,0,1,1,1,0,0,0,0,Global
Global Movie 1759,1996,119.0,81406830.0,7.0,18569,0,0,0,1,0,1,1,0,1,0,Global
Global Movie 1760,1962,111.0,73761884.0,5.0,383829,0,1,0,0,0,1,1,0,1,1,Global
Global Movie 1761,1971,171.0,13974549.0,5.0,36182,1,0,0,1,1,1,1,0,1,1,Global
Global Movie 1762,1970,81.0,192184919.0,7.2,974272,1,1,0,1,1,1,1,1,0,1,Global
Global Movie 1763,1958,172.0,18187491.0,7.8,374191,0,0,0,0,0,1,1,1,0,0,Global
Global Movie 1764,1975,87.0,143105100.0,4.7,94803,0,0,1,0,1,1,0,0,0,0,Global
Global Movie 1765,1958,135.0,153824154.0,4.7,914013,0,1,0,0,1,1,0,1,1,0,Global
Global Movie 1766,1964,143.0,68702955.0,7.1,864750,0,1,1,1,1,1,1,0,0,1,Global
Global Movie 1767,1959,148.0,51403172.0,5.5,938114,1,0,1,1,0,0,0,0,1,1,Global
Global Movie 1768,1991,163.0,125480838.0,6.2,373913,0,0,1,0,1,1,1,1,1,0,Global
Global Movie 1769,2021,177.0,61287687.0,6.2,687092,0,0,1,1,1,1,0,1,1,0,Global
Global Movie 1770,1973,86.0,60596260.0,5.0,831205,1,1,0,0,1,0,0,0,1,0,Global
Global Movie 1771,1998,137.0,78472232.0,4.0,988491,1,1,1,0,1,1,1,0,1,1,Global
Global Movie 1772,1975,140.0,190334989.0,8.7,55710,1,1,0,1,0,1,1,0,0,1,Global
Global Movie 1773,1986,131.0,103755491.0,7.9,335835,1,1,0,0,1,0,1,1,0,0,Global
Global Movie 1774,2017,110.0,44113447.0,7.8,816393,0,1,1,1,0,1,1,0,0,1,Global
Global Movie 1775,1999,164.0,102432272.0,7.0,791542,0,1,0,0,0,0,0,1,1,1,Global
Global Movie 1776,1973,172.0,134795239.0,7.9,319617,0,0,0,0,1,1,0,0,0,1,Global
Global Movie 1777,1968,103.0,16614708.0,9.1,663443,0,1,1,0,1,1,1,1,0,1,Global
Global Movie 1778,2009,139.0,5631004.0,7.7,26083,0,1,1,1,0,1,0,1,1,0,Global
Global Movie 1779,1988,171.0,162276160.0,5.5,673561,1,0,0,0,1,0,1,1,0,0,Global
Global Movie 1780,1967,114.0,174917939.0,7.1,269524,1,0,0,0,1,0,1,0,1,1,Global
Global Movie 1781,1968,127.0,89421025.0,6.4,494369,0,1,0,0,0,0,1,0,1,1,Global
Global Movie 1782,1985,120.0,62403808.0,7.1,89757,1,1,0,1,1,0,1,0,1,0,Global
Global Movie 1783,2004,103.0,194886598.0,6.8,445561,0,1,1,1,1,1,1,1,1,1,Global
Global Movie 1784,2018,113.0,96659456.0,8.7,761372,0,1,1,1,1,0,0,1,0,1,Global
Global Movie 1785,1996,84.0,16482856.0,7.6,748250,0,0,1,1,0,1,0,1,0,0,Global
Global Movie 1786,1998,147.0,199526046.0,5.0,112524,0,0,1,1,1,1,0,1,1,1,Global
Global Movie 1787,1982,139.0,132578805.0,4.3,335061,0,0,0,0,0,1,1,1,0,0,Global
Global Movie 1788,1970,119.0,150162953.0,6.3,528510,1,1,1,0,0,1,1,1,0,1,Global
Global Movie 1789,1971,170.0,173314869.0,4.1,20577,1,0,0,0,0,1,0,1,1,1,Global
Global Movie 1790,1997,101.0,122826012.0,5.8,81368,0,1,0,0,1,0,0,0,1,1,Global
Global Movie 1791,1986,136.0,15403194.0,6.0,774940,0,0,1,1,1,1,1,1,1,1,Global
Global Movie 1792,1964,72.0,197829370.0,6.1,652218,1,1,0,0,0,1,0,1,0,1,Global
Global Movie 1793,1984,155.0,159779141.0,9.4,237100,0,1,0,1,0,0,1,1,0,1,Global
Global Movie 1794,2020,155.0,2762204.0,5.7,275873,0,0,0,1,1,1,1,1,1,1,Global
Global Movie 1795,1981,143.0,145665972.0,5.5,335982,0,0,1,1,1,0,1,1,1,1,Global
Global Movie 1796,1960,120.0,176848853.0,4.7,717539,1,1,0,0,0,1,0,0,1,0,Global
Global Movie 1797,1959,136.0,132889559.0,6.8,481353,0,0,0,1,1,0,1,1,0,0,Global
Global Movie 1798,2006,145.0,163925692.0,4.8,405155,0,1,0,0,0,1,1,1,1,0,Global
